Date,From_Community,Maximum_Temperature,Minimum_Temperature,Average_Temperature,Temperature_Range,Total_Precipitation,Total_Snow,Average_Humidity,Maximum_Wind_Speed
2014-05-16,MCKINLEY PARK,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,NEAR NORTH SIDE,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,NEAR SOUTH SIDE,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,NEAR WEST SIDE,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,NEW CITY,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,NORTH CENTER,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,NORTH LAWNDALE,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,NORTH PARK,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,PORTAGE PARK,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,ROGERS PARK,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,SOUTH CHICAGO,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,SOUTH LAWNDALE,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,SOUTH SHORE,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,UPTOWN,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,WASHINGTON PARK,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,WEST ENGLEWOOD,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,WEST GARFIELD PARK,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,WEST RIDGE,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,WEST TOWN,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-16,WOODLAWN,46.7,38.7,42.7,8,0.15,0,87,10
2014-05-17,ALBANY PARK,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,ARMOUR SQUARE,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,AUSTIN,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,AVALON PARK,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,AVONDALE,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,BRIDGEPORT,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,CHATHAM,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,DOUGLAS,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,EAST GARFIELD PARK,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,EDGEWATER,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,ENGLEWOOD,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,FULLER PARK,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,GRAND BOULEVARD,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,GREATER GRAND CROSSING,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,HERMOSA,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,HUMBOLDT PARK,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,HYDE PARK,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,IRVING PARK,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,KENWOOD,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,LAKE VIEW,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,LINCOLN PARK,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,LINCOLN SQUARE,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,LOGAN SQUARE,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,LOOP,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,LOWER WEST SIDE,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,MCKINLEY PARK,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,NEAR NORTH SIDE,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,NEAR SOUTH SIDE,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,NEAR WEST SIDE,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,NEW CITY,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,NORTH CENTER,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,NORTH LAWNDALE,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,NORTH PARK,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,PORTAGE PARK,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,ROGERS PARK,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,SOUTH CHICAGO,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,SOUTH LAWNDALE,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,SOUTH SHORE,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,UPTOWN,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,WASHINGTON PARK,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,WEST ENGLEWOOD,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,WEST GARFIELD PARK,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,WEST RIDGE,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,WEST TOWN,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-17,WOODLAWN,52.4,38.8,45.6,13.6,0.05,0,85,10
2014-05-18,ALBANY PARK,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,ARMOUR SQUARE,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,AUSTIN,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,AVALON PARK,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,AVONDALE,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,BRIDGEPORT,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,CHATHAM,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,DOUGLAS,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,EAST GARFIELD PARK,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,EDGEWATER,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,ENGLEWOOD,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,FULLER PARK,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,GRAND BOULEVARD,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,GREATER GRAND CROSSING,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,HERMOSA,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,HUMBOLDT PARK,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,HYDE PARK,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,IRVING PARK,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,KENWOOD,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,LAKE VIEW,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,LINCOLN PARK,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,LINCOLN SQUARE,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,LOGAN SQUARE,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,LOOP,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,LOWER WEST SIDE,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,MCKINLEY PARK,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,NEAR NORTH SIDE,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,NEAR SOUTH SIDE,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,NEAR WEST SIDE,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,NEW CITY,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,NORTH CENTER,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,NORTH LAWNDALE,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,NORTH PARK,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,PORTAGE PARK,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,ROGERS PARK,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,SOUTH CHICAGO,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,SOUTH LAWNDALE,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,SOUTH SHORE,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,UPTOWN,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,WASHINGTON PARK,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,WEST ENGLEWOOD,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,WEST GARFIELD PARK,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,WEST RIDGE,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,WEST TOWN,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-18,WOODLAWN,61.5,42.4,51.95,19.1,0.001,0,71,12
2014-05-19,ALBANY PARK,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,ARMOUR SQUARE,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,AUSTIN,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,AVALON PARK,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,AVONDALE,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,BRIDGEPORT,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,CHATHAM,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,DOUGLAS,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,EAST GARFIELD PARK,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,EDGEWATER,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,ENGLEWOOD,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,FULLER PARK,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,GRAND BOULEVARD,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,GREATER GRAND CROSSING,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,HERMOSA,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,HUMBOLDT PARK,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,HYDE PARK,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,IRVING PARK,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,KENWOOD,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,LAKE VIEW,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,LINCOLN PARK,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,LINCOLN SQUARE,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,LOGAN SQUARE,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,LOOP,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,LOWER WEST SIDE,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,MCKINLEY PARK,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,NEAR NORTH SIDE,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,NEAR SOUTH SIDE,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,NEAR WEST SIDE,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,NEW CITY,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,NORTH CENTER,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,NORTH LAWNDALE,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,NORTH PARK,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,PORTAGE PARK,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,ROGERS PARK,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,SOUTH CHICAGO,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,SOUTH LAWNDALE,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,SOUTH SHORE,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,UPTOWN,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,WASHINGTON PARK,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,WEST ENGLEWOOD,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,WEST GARFIELD PARK,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,WEST RIDGE,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,WEST TOWN,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-19,WOODLAWN,61.9,46.4,54.15,15.5,0.001,0,67,17
2014-05-20,ALBANY PARK,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,ARMOUR SQUARE,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,AUSTIN,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,AVALON PARK,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,AVONDALE,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,BRIDGEPORT,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,CHATHAM,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,DOUGLAS,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,EAST GARFIELD PARK,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,EDGEWATER,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,ENGLEWOOD,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,FULLER PARK,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,GRAND BOULEVARD,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,GREATER GRAND CROSSING,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,HERMOSA,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,HUMBOLDT PARK,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,HYDE PARK,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,IRVING PARK,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,KENWOOD,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,LAKE VIEW,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,LINCOLN PARK,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,LINCOLN SQUARE,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,LOGAN SQUARE,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,LOOP,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,LOWER WEST SIDE,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,MCKINLEY PARK,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,NEAR NORTH SIDE,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,NEAR SOUTH SIDE,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,NEAR WEST SIDE,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,NEW CITY,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,NORTH CENTER,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,NORTH LAWNDALE,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,NORTH PARK,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,PORTAGE PARK,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,ROGERS PARK,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,SOUTH CHICAGO,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,SOUTH LAWNDALE,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,SOUTH SHORE,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,UPTOWN,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,WASHINGTON PARK,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,WEST ENGLEWOOD,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,WEST GARFIELD PARK,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,WEST RIDGE,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,WEST TOWN,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-20,WOODLAWN,75.1,56.5,65.8,18.6,0.11,0,78,18
2014-05-21,ALBANY PARK,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,ARMOUR SQUARE,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,AUSTIN,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,AVALON PARK,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,AVONDALE,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,BRIDGEPORT,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,CHATHAM,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,DOUGLAS,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,EAST GARFIELD PARK,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,EDGEWATER,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,ENGLEWOOD,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,FULLER PARK,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,GRAND BOULEVARD,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,GREATER GRAND CROSSING,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,HERMOSA,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,HUMBOLDT PARK,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,HYDE PARK,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,IRVING PARK,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,KENWOOD,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,LAKE VIEW,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,LINCOLN PARK,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,LINCOLN SQUARE,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,LOGAN SQUARE,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,LOOP,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,LOWER WEST SIDE,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,MCKINLEY PARK,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,NEAR NORTH SIDE,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,NEAR SOUTH SIDE,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,NEAR WEST SIDE,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,NEW CITY,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,NORTH CENTER,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,NORTH LAWNDALE,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,NORTH PARK,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,PORTAGE PARK,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,ROGERS PARK,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,SOUTH CHICAGO,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,SOUTH LAWNDALE,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,SOUTH SHORE,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,UPTOWN,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,WASHINGTON PARK,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,WEST ENGLEWOOD,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,WEST GARFIELD PARK,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,WEST RIDGE,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,WEST TOWN,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-21,WOODLAWN,73.5,64.7,69.1,8.8,0.8,0,88,15
2014-05-22,ALBANY PARK,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,ARMOUR SQUARE,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,AUSTIN,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,AVALON PARK,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,AVONDALE,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,BRIDGEPORT,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,CHATHAM,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,DOUGLAS,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,EAST GARFIELD PARK,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,EDGEWATER,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,ENGLEWOOD,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,FULLER PARK,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,GRAND BOULEVARD,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,GREATER GRAND CROSSING,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,HERMOSA,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,HUMBOLDT PARK,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,HYDE PARK,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,IRVING PARK,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,KENWOOD,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,LAKE VIEW,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,LINCOLN PARK,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,LINCOLN SQUARE,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,LOGAN SQUARE,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,LOOP,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,LOWER WEST SIDE,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,MCKINLEY PARK,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,NEAR NORTH SIDE,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,NEAR SOUTH SIDE,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,NEAR WEST SIDE,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,NEW CITY,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,NORTH CENTER,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,NORTH LAWNDALE,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,NORTH PARK,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,PORTAGE PARK,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,ROGERS PARK,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,SOUTH CHICAGO,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,SOUTH LAWNDALE,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,SOUTH SHORE,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,UPTOWN,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,WASHINGTON PARK,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,WEST ENGLEWOOD,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,WEST GARFIELD PARK,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,WEST RIDGE,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,WEST TOWN,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-22,WOODLAWN,71,51.4,61.2,19.6,0.001,0,78,13
2014-05-23,ALBANY PARK,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,ARMOUR SQUARE,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,AUSTIN,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,AVALON PARK,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,AVONDALE,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,BRIDGEPORT,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,CHATHAM,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,DOUGLAS,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,EAST GARFIELD PARK,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,EDGEWATER,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,ENGLEWOOD,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,FULLER PARK,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,GRAND BOULEVARD,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,GREATER GRAND CROSSING,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,HERMOSA,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,HUMBOLDT PARK,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,HYDE PARK,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,IRVING PARK,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,KENWOOD,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,LAKE VIEW,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,LINCOLN PARK,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,LINCOLN SQUARE,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,LOGAN SQUARE,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,LOOP,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,LOWER WEST SIDE,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,MCKINLEY PARK,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,NEAR NORTH SIDE,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,NEAR SOUTH SIDE,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,NEAR WEST SIDE,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,NEW CITY,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,NORTH CENTER,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,NORTH LAWNDALE,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,NORTH PARK,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,PORTAGE PARK,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,ROGERS PARK,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,SOUTH CHICAGO,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,SOUTH LAWNDALE,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,SOUTH SHORE,61.3,48.7,55,12.6,0.001,0,77,10
2014-05-23,UPTOWN,61.3,48.7,55,12.6,0.001,0,77,10
